"Plot-Titel: SOS 1 West March 2026"
"Anz.","Datum Zeit, GMT+01:00","Wassergehalt, m³/m³ (LGR S/N: 22429151, SEN S/N: 22382326, LBL: Soil moisture 10cm)","Temp., °C (LGR S/N: 22429151_duplicate, SEN S/N: 22332514, LBL: Temperature)","RH, % (LGR S/N: 22429151_duplicate, SEN S/N: 22332514, LBL: Air humidity)","Wassergehalt, m³/m³ (LGR S/N: 22429151_duplicate, SEN S/N: 22382324, LBL: Soil moisture 5cm)","Wassergehalt, m³/m³ (LGR S/N: 22429151_duplicate, SEN S/N: 22382324, LBL: Soil moisture 5cm)","Windrichtung, ø (LGR S/N: 22429151_duplicate, SEN S/N: 22407863, LBL: Wind direction)","Windgeschwindigkeit, m/s (LGR S/N: 22429151_duplicate, SEN S/N: 22427869, LBL: Wind speed)","Böengeschwindigkeit, m/s (LGR S/N: 22429151_duplicate, SEN S/N: 22427869, LBL: Gust speed)"
2795,03.18.26 12:20:53 PM,0.0170,32.722,29.764,0.0250,0.0250,259.7,5.54,7.05
2796,03.18.26 12:21:53 PM,0.0170,32.700,29.718,0.0250,0.0250,252.7,3.02,4.53
2797,03.18.26 12:22:53 PM,0.0170,32.850,30.021,0.0257,0.0257,269.6,4.53,6.04
2798,03.18.26 12:23:53 PM,0.0170,32.679,30.524,0.0257,0.0257,259.7,4.53,6.04
2799,03.18.26 12:24:53 PM,0.0170,32.486,30.864,0.0257,0.0257,268.1,4.53,6.54
2800,03.18.26 12:25:53 PM,0.0170,32.593,30.549,0.0257,0.0257,259.7,3.02,5.54
2801,03.18.26 12:26:53 PM,0.0170,32.722,30.375,0.0257,0.0257,259.7,4.53,5.54
2802,03.18.26 12:27:53 PM,0.0170,32.765,30.455,0.0257,0.0257,262.5,4.03,6.54
2803,03.18.26 12:28:53 PM,0.0170,32.829,30.352,0.0257,0.0257,247.1,4.53,6.54
2804,03.18.26 12:29:53 PM,0.0170,32.915,30.831,0.0257,0.0257,261.1,4.53,6.04
2805,03.18.26 12:30:53 PM,0.0170,32.700,30.588,0.0257,0.0257,247.1,4.53,6.54
2806,03.18.26 12:31:53 PM,0.0170,32.679,30.274,0.0257,0.0257,255.5,4.03,5.54
2807,03.18.26 12:32:53 PM,0.0170,32.464,31.247,0.0264,0.0264,237.3,3.02,4.53
2808,03.18.26 12:33:53 PM,0.0170,32.529,31.029,0.0257,0.0257,261.1,4.53,6.54
2809,03.18.26 12:34:53 PM,0.0170,32.765,30.997,0.0257,0.0257,262.5,5.54,7.05
2810,03.18.26 12:35:53 PM,0.0170,32.593,31.112,0.0257,0.0257,262.5,4.03,5.03
2811,03.18.26 12:36:53 PM,0.0170,33.001,30.567,0.0257,0.0257,255.5,5.03,7.05
2812,03.18.26 12:37:53 PM,0.0170,33.043,30.535,0.0264,0.0264,271.0,4.53,5.54
2813,03.18.26 12:38:53 PM,0.0170,33.108,30.388,0.0264,0.0264,261.1,5.03,7.05
2814,03.18.26 12:39:53 PM,0.0170,33.151,30.237,0.0264,0.0264,254.1,3.52,4.53
2815,03.18.26 12:40:53 PM,0.0170,33.001,30.579,0.0257,0.0257,254.1,4.03,6.54
2816,03.18.26 12:41:53 PM,0.0177,32.786,30.723,0.0264,0.0264,255.5,5.03,7.05
2817,03.18.26 12:42:53 PM,0.0170,32.657,30.929,0.0264,0.0264,247.1,4.53,7.05
2818,03.18.26 12:43:53 PM,0.0170,32.507,31.229,0.0264,0.0264,248.5,3.52,4.53
2819,03.18.26 12:44:53 PM,0.0170,32.293,31.601,0.0264,0.0264,244.3,4.53,6.04
2820,03.18.26 12:45:53 PM,0.0170,32.293,31.441,0.0257,0.0257,256.9,3.52,5.54
2821,03.18.26 12:46:53 PM,0.0177,32.314,31.540,0.0257,0.0257,256.9,1.51,3.52
2822,03.18.26 12:47:53 PM,0.0177,32.893,30.748,0.0264,0.0264,258.3,2.52,6.04
2823,03.18.26 12:48:53 PM,0.0177,32.958,30.593,0.0264,0.0264,252.7,6.04,7.05
2824,03.18.26 12:49:53 PM,0.0170,32.829,30.991,0.0264,0.0264,245.7,4.03,5.54
2825,03.18.26 12:50:53 PM,0.0177,32.421,31.688,0.0264,0.0264,247.1,5.03,6.54
2826,03.18.26 12:51:53 PM,0.0177,32.336,31.756,0.0272,0.0272,247.1,4.03,5.54
2827,03.18.26 12:52:53 PM,0.0177,32.357,31.872,0.0272,0.0272,254.1,4.53,6.54
2828,03.18.26 12:53:53 PM,0.0177,32.507,31.554,0.0272,0.0272,248.5,4.03,5.54
2829,03.18.26 12:54:53 PM,0.0177,32.250,32.076,0.0272,0.0272,265.3,4.03,5.54
2830,03.18.26 12:55:53 PM,0.0177,32.228,32.325,0.0272,0.0272,273.8,2.52,3.52
2831,03.18.26 12:56:53 PM,0.0177,32.572,31.684,0.0272,0.0272,259.7,5.03,7.05
2832,03.18.26 12:57:53 PM,0.0177,32.657,31.925,0.0272,0.0272,263.9,5.03,6.54
2833,03.18.26 12:58:53 PM,0.0177,32.507,31.989,0.0272,0.0272,275.2,5.03,6.54
2834,03.18.26 12:59:53 PM,0.0177,32.443,32.094,0.0272,0.0272,262.5,4.53,6.54
2835,03.18.26 01:00:53 PM,0.0177,32.443,32.003,0.0272,0.0272,244.3,4.53,6.04
2836,03.18.26 01:01:53 PM,0.0177,32.421,31.968,0.0272,0.0272,231.6,4.53,6.04
2837,03.18.26 01:02:53 PM,0.0177,32.421,31.879,0.0272,0.0272,247.1,4.53,6.04
2838,03.18.26 01:03:53 PM,0.0177,32.507,31.853,0.0272,0.0272,251.3,5.03,7.05
2839,03.18.26 01:04:53 PM,0.0184,32.507,31.618,0.0272,0.0272,240.1,4.53,7.05
2840,03.18.26 01:05:53 PM,0.0177,32.057,32.238,0.0272,0.0272,185.3,3.02,4.03
2841,03.18.26 01:06:53 PM,0.0184,32.293,32.163,0.0279,0.0279,255.5,5.54,7.55
2842,03.18.26 01:07:53 PM,0.0184,32.228,32.338,0.0272,0.0272,251.3,4.53,6.04
2843,03.18.26 01:08:53 PM,0.0184,32.507,31.760,0.0279,0.0279,237.3,3.52,5.03
2844,03.18.26 01:09:53 PM,0.0184,32.593,31.716,0.0279,0.0279,252.7,2.52,4.03
2845,03.18.26 01:10:53 PM,0.0184,32.979,30.941,0.0279,0.0279,254.1,3.02,6.54
2846,03.18.26 01:11:53 PM,0.0184,32.808,31.501,0.0279,0.0279,255.5,4.53,6.04
2847,03.18.26 01:12:53 PM,0.0184,32.958,31.151,0.0279,0.0279,263.9,5.03,6.54
2848,03.18.26 01:13:53 PM,0.0184,32.679,31.427,0.0279,0.0279,249.9,5.54,7.55
2849,03.18.26 01:14:53 PM,0.0184,32.486,32.114,0.0279,0.0279,254.1,4.03,5.54
2850,03.18.26 01:15:53 PM,0.0184,32.314,31.856,0.0279,0.0279,217.6,4.03,6.54
2851,03.18.26 01:16:53 PM,0.0184,31.692,32.648,0.0279,0.0279,188.1,4.53,6.54
2852,03.18.26 01:17:53 PM,0.0184,31.692,33.030,0.0279,0.0279,195.1,4.03,6.54
2853,03.18.26 01:18:53 PM,0.0184,32.035,32.616,0.0279,0.0279,262.5,4.53,5.54
2854,03.18.26 01:19:53 PM,0.0184,32.078,32.544,0.0279,0.0279,240.1,6.04,8.56
2855,03.18.26 01:20:53 PM,0.0184,31.606,33.181,0.0286,0.0286,219.0,5.03,6.04
2856,03.18.26 01:21:53 PM,0.0184,31.585,33.115,0.0286,0.0286,200.8,3.52,4.53
2857,03.18.26 01:22:53 PM,0.0184,32.057,32.438,0.0286,0.0286,228.8,4.03,5.54
2858,03.18.26 01:23:53 PM,0.0184,32.443,31.833,0.0279,0.0279,242.9,3.02,4.53
2859,03.18.26 01:24:53 PM,0.0184,31.950,32.613,0.0286,0.0286,223.2,5.03,6.54
2860,03.18.26 01:25:53 PM,0.0184,31.907,32.718,0.0286,0.0286,235.9,2.01,4.53
2861,03.18.26 01:26:53 PM,0.0184,31.799,32.929,0.0286,0.0286,244.3,3.52,5.54
2862,03.18.26 01:27:53 PM,0.0192,31.799,32.865,0.0286,0.0286,224.6,3.52,5.54
2863,03.18.26 01:28:53 PM,0.0184,31.928,32.586,0.0286,0.0286,223.2,3.02,5.54
2864,03.18.26 01:29:53 PM,0.0192,31.928,32.731,0.0286,0.0286,238.7,5.54,8.05
2865,03.18.26 01:30:53 PM,0.0192,31.371,34.311,0.0286,0.0286,226.0,5.54,7.55
2866,03.18.26 01:31:53 PM,0.0192,31.564,34.137,0.0286,0.0286,227.4,5.03,7.05
2867,03.18.26 01:32:53 PM,0.0192,31.306,34.626,0.0286,0.0286,206.4,4.03,6.04
2868,03.18.26 01:33:53 PM,0.0192,31.649,34.568,0.0286,0.0286,217.6,2.01,4.03
2869,03.18.26 01:34:53 PM,0.0192,31.971,34.202,0.0286,0.0286,251.3,4.03,7.05
2870,03.18.26 01:35:53 PM,0.0192,32.121,33.606,0.0286,0.0286,234.5,7.05,9.06
2871,03.18.26 01:36:53 PM,0.0192,31.735,34.476,0.0286,0.0286,226.0,5.54,7.05
2872,03.18.26 01:37:53 PM,0.0192,31.692,35.006,0.0286,0.0286,234.5,5.03,7.05
2873,03.18.26 01:38:53 PM,0.0192,31.907,34.403,0.0286,0.0286,219.0,5.54,8.05
2874,03.18.26 01:39:53 PM,0.0192,31.735,35.021,0.0286,0.0286,240.1,4.03,5.54
2875,03.18.26 01:40:53 PM,0.0192,32.100,34.723,0.0286,0.0286,235.9,5.54,9.06
2876,03.18.26 01:41:53 PM,0.0192,31.799,35.163,0.0286,0.0286,240.1,5.03,7.05
2877,03.18.26 01:42:53 PM,0.0192,31.521,35.647,0.0286,0.0286,226.0,3.52,5.03
2878,03.18.26 01:43:53 PM,0.0192,31.456,35.900,0.0286,0.0286,247.1,3.02,5.03
2879,03.18.26 01:44:53 PM,0.0192,31.842,35.268,0.0286,0.0286,255.5,4.03,6.54
2880,03.18.26 01:45:53 PM,0.0192,31.671,35.433,0.0286,0.0286,224.6,5.54,8.05
2881,03.18.26 01:46:53 PM,0.0192,31.564,35.752,0.0286,0.0286,216.2,4.53,7.05
2882,03.18.26 01:47:53 PM,0.0192,31.049,36.564,0.0286,0.0286,228.8,7.05,8.05
2883,03.18.26 01:48:53 PM,0.0192,30.706,37.095,0.0286,0.0286,217.6,5.03,6.54
2884,03.18.26 01:49:53 PM,0.0192,30.727,36.947,0.0286,0.0286,230.2,4.03,5.54
2885,03.18.26 01:50:53 PM,0.0192,30.663,37.189,0.0286,0.0286,226.0,3.02,4.53
2886,03.18.26 01:51:53 PM,0.0192,30.791,37.006,0.0286,0.0286,227.4,4.03,5.54
2887,03.18.26 01:52:53 PM,0.0192,30.749,36.994,0.0286,0.0286,244.3,4.53,6.04
2888,03.18.26 01:53:53 PM,0.0192,30.706,36.951,0.0286,0.0286,226.0,4.53,6.54
2889,03.18.26 01:54:53 PM,0.0199,30.577,36.828,0.0286,0.0286,199.4,4.03,6.54
2890,03.18.26 01:55:53 PM,0.0192,30.427,36.970,0.0286,0.0286,199.4,5.03,6.54
2891,03.18.26 01:56:53 PM,0.0199,30.298,37.783,0.0286,0.0286,209.2,4.53,6.54
2892,03.18.26 01:57:53 PM,0.0192,30.384,37.819,0.0293,0.0293,195.1,3.52,7.05
2893,03.18.26 01:58:53 PM,0.0199,30.127,38.314,0.0286,0.0286,179.7,4.03,5.03
2894,03.18.26 01:59:53 PM,0.0199,29.934,38.556,0.0286,0.0286,174.1,3.02,5.03
2895,03.18.26 02:00:53 PM,0.0199,30.255,38.029,0.0286,0.0286,223.2,2.52,4.03
2896,03.18.26 02:01:53 PM,0.0199,30.534,37.548,0.0293,0.0293,233.1,3.02,6.04
2897,03.18.26 02:02:53 PM,0.0199,30.706,36.934,0.0286,0.0286,230.2,2.52,6.04
2898,03.18.26 02:03:53 PM,0.0199,30.405,37.613,0.0293,0.0293,195.1,4.53,7.55
2899,03.18.26 02:04:53 PM,0.0199,30.041,37.704,0.0286,0.0286,202.2,4.53,6.54
2900,03.18.26 02:05:53 PM,0.0199,30.169,37.687,0.0286,0.0286,195.1,4.53,6.04
2901,03.18.26 02:06:53 PM,0.0199,29.762,38.390,0.0293,0.0293,182.5,4.53,7.55
2902,03.18.26 02:07:53 PM,0.0199,29.783,38.863,0.0286,0.0286,200.8,4.03,6.04
2903,03.18.26 02:08:53 PM,0.0199,29.676,38.853,0.0286,0.0286,178.3,4.53,6.54
2904,03.18.26 02:09:53 PM,0.0199,29.676,38.614,0.0293,0.0293,202.2,4.03,6.04
2905,03.18.26 02:10:53 PM,0.0199,29.783,38.958,0.0293,0.0293,212.0,5.03,7.55
2906,03.18.26 02:11:53 PM,0.0199,29.998,37.882,0.0293,0.0293,198.0,6.04,8.05
2907,03.18.26 02:12:53 PM,0.0199,29.848,37.598,0.0293,0.0293,192.3,4.53,6.54
2908,03.18.26 02:13:53 PM,0.0199,29.762,38.679,0.0293,0.0293,195.1,4.53,5.54
2909,03.18.26 02:14:53 PM,0.0199,29.462,38.903,0.0293,0.0293,186.7,4.53,7.05
2910,03.18.26 02:15:53 PM,0.0199,29.762,38.744,0.0286,0.0286,189.5,2.01,3.02
2911,03.18.26 02:16:53 PM,0.0199,30.255,37.568,0.0286,0.0286,214.8,4.03,5.54
2912,03.18.26 02:17:53 PM,0.0199,30.384,37.717,0.0293,0.0293,205.0,4.53,5.54
2913,03.18.26 02:18:53 PM,0.0199,29.976,38.088,0.0293,0.0293,202.2,3.52,5.54
2914,03.18.26 02:19:53 PM,0.0199,29.998,38.486,0.0293,0.0293,212.0,4.53,5.54
2915,03.18.26 02:20:53 PM,0.0199,29.848,38.486,0.0293,0.0293,193.7,4.53,7.05
2916,03.18.26 02:21:53 PM,0.0199,29.955,38.479,0.0293,0.0293,181.1,2.52,4.53
2917,03.18.26 02:22:53 PM,0.0199,30.255,38.212,0.0293,0.0293,221.8,2.52,4.03
2918,03.18.26 02:23:53 PM,0.0199,30.405,37.845,0.0293,0.0293,226.0,3.52,5.03
2919,03.18.26 02:24:53 PM,0.0199,30.234,38.140,0.0286,0.0286,221.8,3.52,7.05
2920,03.18.26 02:25:53 PM,0.0199,30.127,36.619,0.0293,0.0293,223.2,4.03,6.54
2921,03.18.26 02:26:53 PM,0.0199,30.019,38.088,0.0293,0.0293,233.1,3.02,4.53
2922,03.18.26 02:27:53 PM,0.0199,29.976,37.841,0.0293,0.0293,207.8,4.03,5.54
2923,03.18.26 02:28:53 PM,0.0199,30.105,37.455,0.0293,0.0293,216.2,4.53,7.05
2924,03.18.26 02:29:53 PM,0.0199,29.998,38.065,0.0293,0.0293,228.8,5.03,7.05
2925,03.18.26 02:30:53 PM,0.0206,29.826,38.381,0.0293,0.0293,220.4,4.03,6.04
2926,03.18.26 02:31:53 PM,0.0199,29.440,39.104,0.0293,0.0293,199.4,4.03,6.04
2927,03.18.26 02:32:53 PM,0.0206,29.440,39.127,0.0293,0.0293,196.5,3.52,5.03
2928,03.18.26 02:33:53 PM,0.0206,29.440,39.471,0.0293,0.0293,202.2,2.52,4.03
2929,03.18.26 02:34:53 PM,0.0199,29.462,39.553,0.0293,0.0293,205.0,3.02,5.03
2930,03.18.26 02:35:53 PM,0.0206,29.655,39.449,0.0293,0.0293,226.0,2.52,3.52
2931,03.18.26 02:36:53 PM,0.0206,29.633,38.849,0.0293,0.0293,203.6,4.03,5.54
2932,03.18.26 02:37:53 PM,0.0199,29.762,38.962,0.0293,0.0293,198.0,2.01,4.53
2933,03.18.26 02:38:53 PM,0.0206,29.783,38.744,0.0293,0.0293,219.0,4.03,6.04
2934,03.18.26 02:39:53 PM,0.0199,29.676,38.541,0.0293,0.0293,185.3,2.01,4.53
2935,03.18.26 02:40:53 PM,0.0206,30.084,38.190,0.0293,0.0293,210.6,1.51,3.52
2936,03.18.26 02:41:53 PM,0.0199,30.277,37.595,0.0293,0.0293,199.4,2.52,5.54
2937,03.18.26 02:42:53 PM,0.0206,29.934,38.268,0.0293,0.0293,189.5,4.03,5.54
2938,03.18.26 02:43:53 PM,0.0199,29.440,39.045,0.0293,0.0293,190.9,3.02,5.03
2939,03.18.26 02:44:53 PM,0.0206,29.569,39.142,0.0293,0.0293,224.6,3.02,6.04
2940,03.18.26 02:45:53 PM,0.0206,29.762,38.775,0.0286,0.0286,219.0,4.03,6.04
2941,03.18.26 02:46:53 PM,0.0206,29.826,38.624,0.0293,0.0293,224.6,4.03,5.54
2942,03.18.26 02:47:53 PM,0.0206,29.612,37.983,0.0286,0.0286,192.3,3.52,5.03
2943,03.18.26 02:48:53 PM,0.0214,29.247,39.283,0.0293,0.0293,182.5,3.02,4.03
2944,03.18.26 02:49:53 PM,0.0206,29.526,39.081,0.0293,0.0293,223.2,2.52,4.03
2945,03.18.26 02:50:53 PM,0.0206,29.526,38.547,0.0286,0.0286,244.3,4.53,7.05
2946,03.18.26 02:51:53 PM,0.0206,29.312,38.830,0.0293,0.0293,205.0,4.03,6.54
2947,03.18.26 02:52:53 PM,0.0206,29.076,39.307,0.0286,0.0286,190.9,3.52,5.54
2948,03.18.26 02:53:53 PM,0.0206,28.968,39.623,0.0293,0.0293,190.9,3.02,5.54
2949,03.18.26 02:54:53 PM,0.0206,29.140,39.644,0.0293,0.0293,199.4,3.02,4.03
2950,03.18.26 02:55:53 PM,0.0206,29.419,38.918,0.0293,0.0293,240.1,4.53,7.05
2951,03.18.26 02:56:53 PM,0.0206,29.633,38.715,0.0293,0.0293,240.1,3.02,4.53
2952,03.18.26 02:57:53 PM,0.0206,29.740,38.344,0.0293,0.0293,235.9,3.02,4.03
2953,03.18.26 02:58:53 PM,0.0206,30.019,37.841,0.0293,0.0293,235.9,2.01,3.52
2954,03.18.26 02:59:53 PM,0.0214,30.255,37.305,0.0293,0.0293,223.2,2.52,5.03
2955,03.18.26 03:00:53 PM,0.0214,29.976,37.498,0.0293,0.0293,193.7,3.52,6.54
2956,03.18.26 03:01:53 PM,0.0214,29.312,38.793,0.0293,0.0293,176.9,3.02,5.03
2957,03.18.26 03:02:53 PM,0.0214,29.183,39.104,0.0293,0.0293,210.6,4.53,6.04
2958,03.18.26 03:03:53 PM,0.0214,28.861,39.261,0.0293,0.0293,181.1,4.53,5.54
2959,03.18.26 03:04:53 PM,0.0206,28.818,39.850,0.0293,0.0293,154.4,3.02,5.03
2960,03.18.26 03:05:53 PM,0.0214,29.569,38.666,0.0293,0.0293,209.2,2.52,5.03
2961,03.18.26 03:06:53 PM,0.0214,29.655,38.094,0.0293,0.0293,200.8,3.52,5.03
2962,03.18.26 03:07:53 PM,0.0214,29.312,38.721,0.0293,0.0293,171.3,1.51,3.52
2963,03.18.26 03:08:53 PM,0.0206,29.719,38.264,0.0293,0.0293,226.0,3.02,4.53
2964,03.18.26 03:09:53 PM,0.0214,29.569,38.326,0.0293,0.0293,221.8,4.03,5.54
2965,03.18.26 03:10:53 PM,0.0214,29.655,38.305,0.0293,0.0293,224.6,2.52,4.03
2966,03.18.26 03:11:53 PM,0.0206,29.848,37.937,0.0293,0.0293,245.7,3.02,5.54
2967,03.18.26 03:12:53 PM,0.0206,29.912,37.754,0.0293,0.0293,255.5,2.52,4.53
2968,03.18.26 03:13:53 PM,0.0214,29.419,38.575,0.0293,0.0293,198.0,4.53,6.54
2969,03.18.26 03:14:53 PM,0.0214,29.204,38.990,0.0293,0.0293,190.9,3.52,4.53
2970,03.18.26 03:15:53 PM,0.0214,28.925,39.709,0.0293,0.0293,189.5,3.02,4.03
2971,03.18.26 03:16:53 PM,0.0214,29.247,39.202,0.0293,0.0293,220.4,2.52,4.53
2972,03.18.26 03:17:53 PM,0.0214,29.354,39.127,0.0293,0.0293,238.7,3.52,5.03
2973,03.18.26 03:18:53 PM,0.0214,29.312,38.373,0.0293,0.0293,221.8,4.03,6.54
2974,03.18.26 03:19:53 PM,0.0214,28.968,39.365,0.0293,0.0293,202.2,3.52,5.54
2975,03.18.26 03:20:53 PM,0.0214,29.226,39.049,0.0293,0.0293,206.4,3.02,4.53
2976,03.18.26 03:21:53 PM,0.0214,29.011,39.559,0.0293,0.0293,200.8,3.02,5.54
2977,03.18.26 03:22:53 PM,0.0214,29.011,39.413,0.0293,0.0293,202.2,2.01,3.52
2978,03.18.26 03:23:53 PM,0.0214,29.140,39.138,0.0293,0.0293,202.2,2.52,4.53
2979,03.18.26 03:24:53 PM,0.0214,29.183,39.155,0.0293,0.0293,247.1,4.53,6.04
2980,03.18.26 03:25:53 PM,0.0214,29.290,38.807,0.0293,0.0293,237.3,3.02,5.03
2981,03.18.26 03:26:53 PM,0.0214,29.290,38.676,0.0293,0.0293,233.1,3.52,4.53
2982,03.18.26 03:27:53 PM,0.0214,29.505,38.560,0.0293,0.0293,226.0,2.52,4.53
2983,03.18.26 03:28:53 PM,0.0214,29.269,38.927,0.0293,0.0293,196.5,2.52,5.03
2984,03.18.26 03:29:53 PM,0.0214,29.526,38.070,0.0293,0.0293,240.1,3.02,4.53
2985,03.18.26 03:30:53 PM,0.0214,29.590,37.952,0.0293,0.0293,244.3,3.52,5.54
2986,03.18.26 03:31:53 PM,0.0214,29.612,38.473,0.0293,0.0293,242.9,3.02,4.03
2987,03.18.26 03:32:53 PM,0.0214,29.547,38.257,0.0293,0.0293,203.6,3.52,4.53
2988,03.18.26 03:33:53 PM,0.0214,29.397,38.556,0.0293,0.0293,192.3,2.01,3.52
2989,03.18.26 03:34:53 PM,0.0214,29.483,38.582,0.0293,0.0293,205.0,1.51,2.52
2990,03.18.26 03:35:53 PM,0.0214,29.569,37.612,0.0293,0.0293,240.1,3.52,5.54
2991,03.18.26 03:36:53 PM,0.0214,29.097,38.523,0.0293,0.0293,230.2,4.53,6.04
2992,03.18.26 03:37:53 PM,0.0214,29.161,38.698,0.0293,0.0293,247.1,4.03,6.04
2993,03.18.26 03:38:53 PM,0.0214,28.925,39.174,0.0293,0.0293,237.3,3.52,6.54
2994,03.18.26 03:39:53 PM,0.0214,29.183,38.885,0.0293,0.0293,228.8,2.52,3.52
2995,03.18.26 03:40:53 PM,0.0214,29.204,38.717,0.0293,0.0293,224.6,4.03,6.54
2996,03.18.26 03:41:53 PM,0.0214,28.990,39.197,0.0293,0.0293,209.2,3.02,5.03
