Date;"Air temp.  (avg)";"Air  temp.  (min)";Airtemp.(max);Precip.(total);"Wind speed  (vc avg)";"Wind  direction  (vc avg)";"Wind  speed (max)";"Wind Dir.(Max wind speed)";"Surface  temp. (avg)";"Humidity  (avg) ";Barom.Press.(avg);"Solar Irradiance  (avg)";"Solar  Irradiance  (sum)";"Leaf Wetness  (avg)"
"01 Aug 2023";17.4;10.8;24.8;0;2.5;99.395928760235;5.5;107.5;;9.2;902.6;220.4;19.05;145.3
"02 Aug 2023";20.3;15;26.4;0;1.2;87.905497439478;4.9;48.26;;5;901.4;218.3;18.86;145.1
"03 Aug 2023";20.4;13;27.9;0;4;326.32514643968;10.8;343.3;;21;900.8;189.5;16.37;145.9
"04 Aug 2023";18.6;10.2;25.5;0;2.2;295.27914510516;5.9;303;;27.4;901.9;204;17.62;146.2
"05 Aug 2023";21;14.6;28.5;0;1.4;258.30966764547;5.1;311.8;;17;902.8;200.6;17.33;146
"06 Aug 2023";22.3;15.6;29.2;0;1.3;225.56013696727;6.6;212.8;;18.5;903.3;206.9;17.88;146.1
"07 Aug 2023";22.5;16.8;29.7;0;1.4;188.98149051702;6;200.9;;14.5;902.3;213.2;18.42;145.9
"08 Aug 2023";22.2;16.8;28.6;0;0.8;256.6687241439;4.6;351.9;;13.8;900.7;215.1;18.58;145.8
"09 Aug 2023";23.3;18.3;28;0;1.9;40.21736581285;8.4;2.57;;18.4;899;84;7.26;146.1
"10 Aug 2023";22.7;18.8;26.2;0;2.5;26.690764760836;8;5.67;;25.1;899.1;106.2;9.18;146.7
"11 Aug 2023";20.7;13.4;24.9;0;1.9;294.57934674315;5.6;296.6;;27.1;896.8;200.5;17.32;146.4
"12 Aug 2023";16.5;9.9;24.3;0;1.8;290.84424969196;3.8;265.5;;43.9;896.8;218.5;18.88;147.1
"13 Aug 2023";15.4;7.8;24.3;0;3.2;322.27278898162;7.3;315.9;;35.5;896.3;229.7;19.85;146.9
"14 Aug 2023";17.1;7.9;26.1;0;3.4;320.97054580322;6.5;304.5;;17.5;896.9;229.5;19.83;145.7
"15 Aug 2023";21.8;15.7;28.3;0;4;313.87722574124;6.8;318.3;;13.2;897.8;179.9;15.54;145.8
"16 Aug 2023";19.3;12.8;26.7;0;1.8;295.55173676776;5.3;299.1;;26;897.6;190.2;16.44;146.2
"17 Aug 2023";17.7;11.9;24.3;0;1.1;267.07418551877;3.5;301.1;;21.5;897;211.6;18.28;146
"18 Aug 2023";18.9;11.6;26.9;0;2;285.27794098011;5.8;299;;9.5;896.1;218.1;18.85;145.4
"19 Aug 2023";16.1;8.5;24.9;0;1;298.81009825419;3.2;271.3;;13.3;896.8;232.4;20.08;145.2
"20 Aug 2023";19.2;11.5;26.9;0;1.4;238.97527343288;4.2;209.9;;3.1;896.1;247.9;21.42;144.9
"21 Aug 2023";18.9;10.7;28;0;2.1;187.1535015898;5.8;195.2;;6.6;896.3;250.9;21.68;145
"22 Aug 2023";18.3;9.5;26.4;0;2.1;200.77823149447;5.2;179.5;;14.5;896.8;249.5;21.56;145.4
"23 Aug 2023";20.5;12.4;29.4;0;2.2;180.73640142784;4.9;178.4;;17.7;897.2;248;21.43;145.9
"24 Aug 2023";23;16.4;30.6;0;1.5;226.4245784979;5;202.5;;10.7;894.9;248.6;21.47;145.6
"25 Aug 2023";17.5;12.3;24.7;0;2.9;190.81929390368;7.4;183.4;;16.9;895.4;251.4;21.72;145.4
"26 Aug 2023";19;11.9;26.8;0;2.1;131.77374352895;5.1;115.6;;12.5;897;260.9;22.54;145.4
"27 Aug 2023";21.5;15.6;27.2;0;3.9;82.496241945371;8.4;36.47;;7.9;900.3;256.5;22.16;145.2
"28 Aug 2023";26;20.3;31.6;0;1.8;99.725693103499;8.9;138.3;;12.7;900.4;194.2;16.78;145.8
"29 Aug 2023";25.9;20.1;31;0;1.1;312.26865750191;5.7;343.7;;27.2;900;165.2;14.27;146.6
"30 Aug 2023";24.2;18.3;30.7;0;2.2;306.80902362725;7.6;348.6;;30.3;898.9;200.5;17.33;146.8
"31 Aug 2023";21;15.5;26.5;0;1.9;283.00378486622;4.1;284.9;;33.5;897.5;212.4;17.58;146.7
