Date;"Air temp.  (avg)";"Air  temp.  (min)";Airtemp.(max);Precip.(total);"Wind speed  (vc avg)";"Wind  direction  (vc avg)";"Wind  speed (max)";"Wind Dir.(Max wind speed)";"Surface  temp. (avg)";"Humidity  (avg) ";Barom.Press.(avg);"Solar Irradiance  (avg)";"Solar  Irradiance  (sum)";"Leaf Wetness  (avg)"
"01 Jun 2021";18.2;13.8;23.6;0;3.3;110.92524403145;5.4;101.3;;20.2;897.7;197.5;17.06;146.3
"02 Jun 2021";18.6;14;24;0;3.5;117.58558399947;4.6;101.2;;19.6;899.1;196.2;16.95;146.4
"03 Jun 2021";18.8;14.5;23.7;0;3;94.605806663955;6.2;67.66;;14.2;901.8;198.9;17.18;146.2
"04 Jun 2021";19.9;13.2;24.7;0;2.7;73.703129139879;6.1;56.77;;23;901.7;195.9;16.93;146.6
"05 Jun 2021";20.3;13.2;25;0;4.1;46.437750869967;8.3;22.31;;18.9;900.2;194;16.76;146.5
"06 Jun 2021";19.9;15.1;25.1;0;2.3;15.858322789412;6.5;20.33;;19.5;898.6;192.1;16.59;146.4
"07 Jun 2021";19.3;13.6;24.7;0;4.8;326.68836399752;10.4;312.4;;26.7;896.5;156.6;13.53;146.5
"08 Jun 2021";15.1;7.8;21.5;0;2.6;298.42460959501;6.2;292.2;;40.1;898.2;189.3;16.35;146.6
"09 Jun 2021";15.5;6.8;24.4;0;1.6;308.90548766333;5.3;326.6;;31.4;897.7;194.6;16.81;146.4
"10 Jun 2021";18.1;9.7;27.2;0;1.6;288.78524235412;6;293.5;;19.7;896.8;194.6;16.81;146.1
"11 Jun 2021";20.8;14.2;28.5;0;2.1;316.20253171267;7.8;323;;18.4;896.9;183.5;15.85;146.4
"12 Jun 2021";20.9;14.4;28;0;2.8;320.42019290043;9.5;352.6;;21.8;899.3;177.2;15.31;146.5
"13 Jun 2021";20.7;13.7;27.9;0;0.7;264.06174733978;4.5;346.3;;22.2;901.1;183;15.81;146.5
"14 Jun 2021";20.5;14.4;27.3;0;1.3;245.87182239846;4.4;206;;19.9;899.5;185.2;16;146.5
"15 Jun 2021";18.8;10.8;26;0;2;292.27669916998;6.2;294.7;;20.9;897.5;182.1;15.73;146.3
"16 Jun 2021";17.1;9.4;23.6;0;2.5;301.6140636639;5;326.2;;29.2;897.3;179;15.47;146.5
"17 Jun 2021";17.3;9;24.9;0;0.9;268.11590814921;4.2;331.9;;31.4;899.4;186.8;16.14;146.9
"18 Jun 2021";21.6;15.6;27;0;3.2;72.317664493729;9.7;34.23;;20.6;901.2;179.2;15.48;146.7
"19 Jun 2021";24.3;21.6;28.2;0;4.7;37.602628957912;9.6;33.37;;15.1;901.8;156.1;13.49;146.8
"20 Jun 2021";22;17.4;26;0;2.6;44.017423628838;6;32.37;;18.7;902.3;183.6;15.86;146.6
"21 Jun 2021";21;16;25.7;0;1.8;355.93875877932;5.4;0.84;;25.7;900.8;180.9;15.63;146.8
"22 Jun 2021";18.9;12.9;25.5;0;1.7;289.72371575189;6.2;327.2;;28.8;899.3;179.8;15.53;146.8
"23 Jun 2021";18.1;10.7;24.7;0;1.5;272.50448423952;5.6;303.6;;32.1;898.7;182.3;15.75;146.9
"24 Jun 2021";18.2;12.2;24.7;0;1.3;251.72999510776;4.4;306.8;;30.8;899.3;184.9;15.97;147
"25 Jun 2021";17.9;12.2;24.8;0;1.5;237.37812277566;4.6;298.2;;27.7;899.3;186.8;16.14;146.8
"26 Jun 2021";17.7;11.6;25.4;0;0.9;245.43762772413;3.4;312.7;;22;897.5;189.9;16.41;146.5
"27 Jun 2021";18.5;11.1;27.5;0;3.2;303.1042442981;9.4;304.3;;22.3;895.6;182.3;15.75;146.4
"28 Jun 2021";17.5;10.1;24.7;0;3.7;311.08957626242;6.9;304.8;;30.1;896.7;176.4;15.24;146.6
"29 Jun 2021";16.7;12;22.8;0;5.1;312.51390383703;10.6;295.5;;39.9;897.4;167.7;14.48;147
"30 Jun 2021";13.4;7;20.9;0.1;1.3;281.74618640128;5.1;336.1;;60.3;900.4;194;16.76;160.9
