Date;"Air temp.  (avg)";"Air  temp.  (min)";Airtemp.(max);Precip.(total);"Wind speed  (vc avg)";"Wind  direction  (vc avg)";"Wind  speed (max)";"Wind Dir.(Max wind speed)";"Surface  temp. (avg)";"Humidity  (avg) ";Barom.Press.(avg);"Solar Irradiance  (avg)";"Solar  Irradiance  (sum)";"Leaf Wetness  (avg)"
"01 Mar 2025";24.1;15.3;31.9;0;2.1;247.78946202015;7.1;194.6;;29.7;893.3;317.9;27.46;146.7
"02 Mar 2025";25.3;17;32.6;0;2.2;280.07385572463;5.7;299.6;;34.3;893;311.9;26.95;147.3
"03 Mar 2025";25.9;17.3;34.4;0;1.9;246.85820598959;6.9;198.7;;24.1;893.5;308;26.61;146.8
"04 Mar 2025";28.3;20.5;35.5;0;2.3;230.62515299701;8.1;217.2;;22.2;893;288.9;24.96;146.9
"05 Mar 2025";27.4;22.2;34.5;0;2.6;328.82893999382;10.9;344;;27.9;894;238.9;20.64;146.9
"06 Mar 2025";28.8;24.3;35.3;0.1;0.6;208.60649643601;7.7;252;;40.9;896;286.3;24.74;148.1
"07 Mar 2025";27.5;20.4;36.4;21.4;0.3;114.0177950162;9.7;335.3;;46.1;897;223.4;19.3;159.8
"08 Mar 2025";25.6;21;29.2;0.1;0.7;231.0841657058;8;143.3;;56.8;895.2;170.6;14.74;149.4
"09 Mar 2025";25.1;22.1;31.1;18.3;1;317.44003195043;6.8;72.68;;62.5;895.8;252.4;21.8;154.5
"10 Mar 2025";27.7;22.3;33.4;0;1.9;143.78202543158;7.2;182.9;;47.6;896.5;289.6;25.02;148.8
"11 Mar 2025";29.7;25.7;34.4;0;2.8;135.26886483804;9.4;181;;34;895.8;291.2;25.16;148
"12 Mar 2025";30;26.1;34.9;0;1.2;136.812270196;8.7;44.11;;30.1;893.3;279.3;24.14;147.6
"13 Mar 2025";27.1;22.3;33.4;0;2.6;284.98903916236;7.3;247.6;;40.4;892.7;284.4;24.57;147.9
"14 Mar 2025";24.9;19.6;31.7;0;2.5;276.12448266598;6.8;273.8;;44;894.1;284.9;24.62;147.9
"15 Mar 2025";25.8;19.8;33.1;0;2.7;200.56922157961;9;205.1;;37.4;895.6;288.9;24.96;147.7
"16 Mar 2025";26.3;17.8;33.8;0;2.4;189.66724026386;10.2;184.1;;26.6;896;294.9;25.48;147
"17 Mar 2025";27.6;22.7;34.2;0;1.7;201.54349715591;7.5;230.8;;21.3;894.7;288.3;24.91;146.9
"18 Mar 2025";24.7;22.6;30.4;2.4;1.4;359.83656088367;7.9;331.8;;50.6;895.5;135.6;11.72;150.4
"19 Mar 2025";23.5;21.7;25;6.4;1.6;33.3323703638;6.6;17.77;;70.1;896.4;55.6;4.8;164
"20 Mar 2025";21.8;20;24.7;24.4;3.6;335.06887078626;8.9;355.7;;84.4;897.6;112.6;9.73;169.3
"21 Mar 2025";22.1;19.8;26.7;15.5;2.1;320.02333747097;6.3;331.3;;82.7;897.8;194.4;16.8;158.4
"22 Mar 2025";21.9;19.5;25.8;0;2;288.69076145424;5.1;220.2;;75.6;896.9;225.3;19.46;152
"23 Mar 2025";22.5;16.4;28.4;0;1.2;259.14754015819;4.8;200.5;;50.3;896.2;276.7;23.9;149
"24 Mar 2025";24.8;19.5;30.6;0;1.4;206.54877185855;6.8;187.5;;39.5;897.2;247.4;21.38;148.3
"25 Mar 2025";27;22.1;32.2;0;1.7;216.33109272901;6.1;213.3;;34.7;897.3;235.7;20.36;148.1
"26 Mar 2025";26.8;21.9;32.2;0;1.6;236.14561569075;6.1;226.4;;34.9;895.4;224.6;19.41;148
"27 Mar 2025";26.6;21.2;32.2;0;1.4;257.91306472568;6;237.5;;28.3;894.5;267.4;23.1;147.5
"28 Mar 2025";27.1;20.6;33.6;0;1.2;219.30927543677;6.3;183.2;;21.3;895.6;270.9;23.41;147.1
"29 Mar 2025";27.6;21.3;34;0;3.2;186.39659398012;8.6;185.1;;16.9;896.1;261.6;22.6;146.8
"30 Mar 2025";26.5;20.2;32.5;0;1.5;219.1315099561;6.1;208.1;;20;895.5;266.5;23.02;146.8
"31 Mar 2025";25.9;19.9;32.2;0;1.9;283.27536137158;6.9;236;;26.5;895.4;268.5;23.19;147
