Date;"Air temp.  (avg)";"Air  temp.  (min)";Airtemp.(max);Precip.(total);"Wind speed  (vc avg)";"Wind  direction  (vc avg)";"Wind  speed (max)";"Wind Dir.(Max wind speed)";"Surface  temp. (avg)";"Humidity  (avg) ";Barom.Press.(avg);"Solar Irradiance  (avg)";"Solar  Irradiance  (sum)";"Leaf Wetness  (avg)"
"01 May 2024";27.3;22;33.2;0;0.7;222.2068651153;5.3;212.5;;20;896.1;224.7;19.42;146.7
"02 May 2024";27.5;22.5;33.4;0;1.2;357.57599595946;6.6;23.08;;15.6;895.8;228.3;19.72;146.4
"03 May 2024";25.8;19.5;32.6;0;2.3;320.14711973903;9.3;340;;15.4;896.6;223.3;19.3;146.1
"04 May 2024";24.9;18.4;31.5;0;1.5;212.77049128549;6;182.7;;19;898.3;216.4;18.69;146.2
"05 May 2024";25.8;21.2;32;0;0.6;291.98738929605;6.2;236.7;;18.3;897;218.8;18.9;146.3
"06 May 2024";25.6;19.4;32.1;0;1.4;273.19108312778;6.7;278.5;;17.1;895.2;217.9;18.83;146.3
"07 May 2024";24.5;19;30;0;2;223.55507467013;5.4;182.3;;18.7;896.3;210.3;18.17;146.3
"08 May 2024";25.9;19.5;33.1;0;1.6;199.85161144903;6.4;205;;20.3;897.6;203.4;17.57;146.5
"09 May 2024";28.2;23.7;33.2;0;1.4;262.02827451946;8.3;319.5;;21.4;896.4;173.7;15.01;146.7
"10 May 2024";26;20.7;32.4;0.9;1.7;215.0689484305;7.6;183.9;;36.2;896;181.9;15.72;147.5
"11 May 2024";26.8;20.5;32.9;0;2.2;178.15763358445;5.9;176.2;;21.8;897.1;203.8;17.61;146.8
"12 May 2024";27.6;23;33.2;0;2.2;198.07906548276;7.1;191.6;;19.2;896.9;198.2;17.12;146.7
"13 May 2024";27.6;23;32.9;0;1.3;215.31912925775;5.8;187.4;;15.7;896.2;202.8;17.52;146.5
"14 May 2024";27.1;22.9;31.8;0;1.3;229.72340346958;6;191.9;;14.2;898.1;201.8;17.44;146.3
"15 May 2024";27.4;21.1;32.6;0;1.6;98.529180185664;4.6;176.3;;14.8;900.3;199.8;17.26;146.3
"16 May 2024";25.7;20.8;30;0;3.1;66.421077780106;6.7;64.68;;19.1;902.7;207.2;17.9;146.3
"17 May 2024";23.5;16.1;30;0;0.6;85.016404807268;5;18.45;;20.2;901.8;204.9;17.7;146.1
"18 May 2024";25.4;19.6;31.8;0;1.2;168.44080713014;8.6;35.01;;15.2;900.4;207;17.88;146.2
"19 May 2024";25.2;18.1;31.4;0;0.9;226.46930230255;6.5;174.4;;13.2;899.9;206;17.8;146
"20 May 2024";25.8;19.2;32;0;0.7;41.164320657292;5.6;2.34;;11.4;900.2;206.7;17.85;146
"21 May 2024";25.8;19.6;31.2;0;1;5.2431211553574;7.3;28.43;;11.2;900.9;207.7;17.94;146
"22 May 2024";24;17;30.4;0;0.5;308.91520707685;4.9;20.98;;13.8;900.1;204.6;17.68;145.9
"23 May 2024";23.8;17.1;29.5;0;1;235.89109178618;5.9;344.2;;14;898.8;202.3;17.48;145.9
"24 May 2024";23.8;19.1;29.4;0;1.1;211.05984243223;5.3;175.5;;13.9;898.9;198.1;17.11;146
"25 May 2024";23.6;18.8;29.7;0;1.3;203.00901286052;4.5;183.2;;13.5;899.7;200.7;17.34;145.9
"26 May 2024";24.8;18.5;29.8;0;1.5;75.571958623695;6.9;39;;15.3;900.2;198.4;17.14;146.1
"27 May 2024";24.8;19.2;29.2;0;3.1;29.23449536883;8.7;34.27;;17.3;900.4;196.3;16.96;146.2
"28 May 2024";24.2;19.3;29.8;0;1.4;305.41416578364;6.3;355.2;;17.9;900.2;160.2;13.84;146.1
"29 May 2024";23;17.9;28.9;0;2;313.51607714417;7.7;2.59;;20.1;898.2;189.5;16.38;146.1
"30 May 2024";17.2;11.7;22.1;0;1.5;287.27142277103;4.7;306.7;;37.5;896.3;187.1;16.16;146.2
"31 May 2024";14.9;9.6;20.4;0;1.9;273.90165553581;4.5;296.1;;45.4;896;188;16.25;146.4
