Date;"Air temp.  (avg)";"Air  temp.  (min)";Airtemp.(max);Precip.(total);"Wind speed  (vc avg)";"Wind  direction  (vc avg)";"Wind  speed (max)";"Wind Dir.(Max wind speed)";"Surface  temp. (avg)";"Humidity  (avg) ";Barom.Press.(avg);"Solar Irradiance  (avg)";"Solar  Irradiance  (sum)";"Leaf Wetness  (avg)"
"01 Jul 2023";19.9;14.1;26.6;0;0.6;134.29408674317;3.5;102;;14.4;901.8;176.5;15.25;145.9
"02 Jul 2023";20.8;14.5;27.8;0;0.3;215.307252062;3.7;328.6;;12.4;902;185.1;15.99;145.8
"03 Jul 2023";22.3;16.2;28.4;0;0.4;148.15767920354;3.7;107.1;;11.3;902.8;180.4;15.59;145.8
"04 Jul 2023";21.7;15.7;29;0;1.7;184.9732756457;5;178.9;;12.5;902.5;183.5;15.85;145.8
"05 Jul 2023";21.6;15.9;28.3;0;0.4;170.40910088967;2.9;24.07;;11.5;901.2;188;16.25;145.7
"06 Jul 2023";21.2;15.9;27.3;0;1.2;328.0066388306;6.6;351.2;;13.3;900.9;185.9;16.06;145.7
"07 Jul 2023";20.1;13.4;26.4;0;2.5;310.67499861385;10.1;348.6;;17.9;901.1;185.3;16.01;145.8
"08 Jul 2023";18.6;13.2;25.5;0;2.1;204.87968921028;4.7;184.6;;23.5;901.2;182.5;15.77;146
"09 Jul 2023";14.1;9.6;20.1;0;3.4;131.80231975904;8.5;108.3;;23.5;902.4;196.8;17.01;145.7
"10 Jul 2023";11.9;5.9;18.3;0;0.6;107.5543865315;4.7;115.5;;17.3;904.6;194.2;16.78;145.1
"11 Jul 2023";15.8;10.4;21.1;0;4.6;69.660979981623;10.5;84.2;;10.8;904;187.6;16.21;145.1
"12 Jul 2023";18.2;15.8;21.9;0.2;6.6;41.415107083938;11.6;25.32;;17.4;902.7;186;16.07;145.7
"13 Jul 2023";16.9;13;21.5;0;4;17.128082624792;8.7;29.59;;25.5;900.4;187.1;16.16;145.9
"14 Jul 2023";17.1;9.3;22.4;0;4;334.4979817831;9.1;339.6;;25.8;898;179.7;15.53;145.9
"15 Jul 2023";15.6;8.2;23.6;0;1.5;183.739973435;3.5;192.3;;21.2;899.9;190.5;16.46;145.5
"16 Jul 2023";20.4;14;27.2;0;1;111.80283886009;3.7;100.2;;16.5;901.6;185.4;16.01;145.8
"17 Jul 2023";21.8;13.8;28.7;0;0.5;90.746389188348;5;35.52;;15.5;902.3;190.7;16.47;145.9
"18 Jul 2023";19.9;12.7;27;0;1.2;236.78800478707;5.8;197.9;;16.1;902.3;193.6;16.73;145.8
"19 Jul 2023";20;14.6;26.2;0;1.1;185.31177201115;5.7;195.9;;17.7;900.6;193.3;16.7;145.8
"20 Jul 2023";18.4;13.3;24.9;0;0.8;161.42110059575;4.8;230.1;;25.4;899;192.4;16.62;146.1
"21 Jul 2023";18.8;12.2;26.4;0;1.2;247.29837697769;5.5;325;;17.2;899.6;200.8;17.35;145.7
"22 Jul 2023";20.1;12.2;28.6;0;1.5;258.48136171191;7.2;307.3;;11;900.3;193;16.68;145.5
"23 Jul 2023";20.1;12.2;27.1;0;1.3;225.61868486854;3.9;198.7;;12.3;900;183.2;15.83;145.4
"24 Jul 2023";20.5;14.7;28.9;0;1.4;301.11263738977;6;316;;17.4;898.7;191.1;16.51;145.8
"25 Jul 2023";19.2;12.2;29.1;0;1.3;294.60622008094;7.6;279.2;;22.5;897.4;154.5;13.34;145.9
"26 Jul 2023";16;7.1;24;0;1;290.65554921241;2.9;306.6;;25.6;898.7;200.4;17.32;145.7
"27 Jul 2023";20;14.1;27.7;0;1.7;281.49669575367;5.3;320.4;;12.6;898;192;16.59;145.3
"28 Jul 2023";9.6;5.2;13.4;0;2.7;302.03880360572;5.3;303.5;;64.5;897.5;183.2;15.83;147
"29 Jul 2023";8.1;5.1;12.5;0.5;3;207.66305913968;6.9;169.7;;68.4;901.3;190.1;16.42;153.7
"30 Jul 2023";10.6;3.2;18.7;0;1.3;142.55824838659;4.2;108.1;;36.1;903.5;214.1;18.5;146.4
"31 Jul 2023";15.7;9.6;23.2;0;1.5;151.39193510768;4.8;111.6;;15.2;903.3;216.9;18.74;145.6
